"DBA","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE"
"la loteria","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","01/06/2020"
"la loteria","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",12,"A","01/06/2020"
"la loteria","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","01/06/2020"
"morrell wine bar & cafe","Food contact surface not properly maintained.","N",10,"A","01/07/2020"
"morrell wine bar & cafe","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",10,"A","01/07/2020"
"batard","Hot food item not held at or above 140o F.","Y",13,"A","01/14/2020"
"batard","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",13,"A","01/14/2020"
"michael's","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",9,"A","01/14/2020"
"michael's","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",9,"A","01/14/2020"
"tavern on the green","Live roaches present in facility's food and/or non-food areas.","Y",12,"A","01/15/2020"
"tavern on the green","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","01/15/2020"
"tavern on the green","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","01/15/2020"
"tavern on the green","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",12,"A","01/15/2020"
"thalassa","Hot food item not held at or above 140o F.","Y",13,"A","01/22/2020"
"thalassa","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",13,"A","01/22/2020"
"thalassa","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","01/22/2020"
"suzuki","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Y",12,"A","01/27/2020"
"suzuki","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","01/27/2020"
"tuome","Hot food item not held at or above 140o F.","Y",10,"A","01/28/2020"
"tuome","Proper sanitization not provided for utensil ware washing operation.","N",10,"A","01/28/2020"
"porsena","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",10,"A","02/04/2020"
"porsena","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",10,"A","02/04/2020"
"little park","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",13,"A","02/05/2020"
"little park","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","02/05/2020"
"ammos estiatorio","Accurate thermometer not provided in refrigerated or hot holding equipment.","N",13,"A","02/07/2020"
"ammos estiatorio","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",13,"A","02/07/2020"
"ammos estiatorio","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","02/07/2020"
"ammos estiatorio","Evidence of rats or live rats present in facility's food and/or non-food areas.","Y",13,"A","02/07/2020"
"le coq rico","Hot food item not held at or above 140o F.","Y",61,"C","02/11/2020"
"le coq rico","Food not labeled in accordance with HACCP plan.","Y",61,"C","02/11/2020"
"le coq rico","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",61,"C","02/11/2020"
"le coq rico","Records and logs not maintained to demonstrate that HACCP plan has been properly implemented.","Y",61,"C","02/11/2020"
"le coq rico","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",61,"C","02/11/2020"
"le coq rico","Live roaches present in facility's food and/or non-food areas.","Y",61,"C","02/11/2020"
"le coq rico","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",61,"C","02/11/2020"
"amma","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",2,"A","02/13/2020"
"il mulino prime","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","02/20/2020"
"il mulino prime","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",13,"A","02/20/2020"
"benjamin steakhouse prime","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","03/02/2020"
"benjamin steakhouse prime","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",10,"A","03/02/2020"
"esca","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",9,"A","03/04/2020"
"bobo restaurant","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Y",12,"A","03/04/2020"
